No|Fakultas|Jurusan|Kode|ID|Matakuliah|Aksi
592|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|52100KS1413232014_|2637|KS141323 - Pengukuran Kinerja dan Evaluasi TI|setting
593|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|52100KS1412072014A|2641|KS141207 - Arsitektur SI/TI Perusahaan A|setting
594|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|52100KS1412072014B|2642|KS141207 - Arsitektur SI/TI Perusahaan B|setting
595|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|52100KS1412072014C|2643|KS141207 - Arsitektur SI/TI Perusahaan C|setting
596|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|52100KS1412072014D|2645|KS141207 - Arsitektur SI/TI Perusahaan D|setting
597|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|52100KS1413172014_|2653|KS141317 - Tata Kelola TI|setting
598|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|52100KS1413062014A|2654|KS141306 - Analisis dan Desain Perangkat Lunak A|setting
599|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|52100KS1413062014B|2655|KS141306 - Analisis dan Desain Perangkat Lunak B|setting
600|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|52100KS1413062014C|2657|KS141306 - Analisis dan Desain Perangkat Lunak C|setting
601|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|52100KS1413062014D|2658|KS141306 - Analisis dan Desain Perangkat Lunak D|setting
602|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|52100KS1413072014A|2661|KS141307 - Interaksi Manusia dan Komputer A|setting
603|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|52100KS1413182014A|2662|KS141318 - Manajemen Resiko TI A|setting
604|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|52100KS1413072014B|2663|KS141307 - Interaksi Manusia dan Komputer B|setting
605|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|52100KS1413072014C|2664|KS141307 - Interaksi Manusia dan Komputer C|setting
606|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|52100KS1413182014B|2665|KS141318 - Manajemen Resiko TI B|setting
607|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|52100KS1413072014D|2666|KS141307 - Interaksi Manusia dan Komputer D|setting
608|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|52100KS1413182014D|2669|KS141318 - Manajemen Resiko TI D|setting
609|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|52100KS1413182014C|2670|KS141318 - Manajemen Resiko TI C|setting
610|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|52100KS1413192014B|2671|KS141319 - Manajemen Pengadaan dan Investasi TI B|setting
611|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|52100KS1413192014A|2673|KS141319 - Manajemen Pengadaan dan Investasi TI A|setting
612|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|52100KS1413092014A|2681|KS141309 - Desain Basis Data A|setting
613|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|52100KS1413092014B|2683|KS141309 - Desain Basis Data B|setting
614|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|52100KS1413092014C|2685|KS141309 - Desain Basis Data C|setting
615|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|52100KS1413202014D|2686|KS141320 - Manajemen Rantai Pasok dan Hubungan Pelanggan C&D|setting
616|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|52100KS1413092014D|2687|KS141309 - Desain Basis Data D|setting
617|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|52100KS1413102014B|2693|KS141310 - Pemrograman Berbasis Web B|setting
618|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|52100KS1413222014C|2702|KS141322 - Sistem Cerdas C|setting
619|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|52100KS1412102014A|2705|KS141210 - Tata Tulis Ilmiah A|setting
620|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|52100KS1412102014B|2706|KS141210 - Tata Tulis Ilmiah B|setting
621|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|52100KS1412102014C|2707|KS141210 - Tata Tulis Ilmiah C|setting
622|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|52100KS1412102014D|2708|KS141210 - Tata Tulis Ilmiah D|setting
623|Fakultas Teknologi Industri (FTI)|Teknik Fisika|24100TF1412412014_|2711|TF141221 MATEMATIKA II|setting
624|Fakultas Teknologi Industri (FTI)|Teknik Fisika|PEMETAAN POTENSI ENERGI|2717|PEMETAAN POTENSI ENERGI|setting
625|Fakultas Teknologi Industri (FTI)|Teknik Fisika|SISTEM DISTRIBUSI ENERGI|2718|SISTEM DISTRIBUSI ENERGI|setting
626|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TEKNIK KONVERSI ENERGI|2719|TEKNIK KONVERSI ENERGI|setting
627|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|52100KS1413202014AB|2721|KS141320 - Manajemen Rantai Pasok dan Hubungan Pelanggan A&B|setting
628|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|DMS1|2723|Data Mining|setting
629|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|TDVKS2|2724|Topik dalam Visi Komputer S2|setting
630|Fakultas Teknologi Industri (FTI)|Teknik Industri|TI1204|2725|Algoritma dan Pemrogaman Komputer (A)|setting
631|Fakultas Teknologi Industri (FTI)|Teknik Industri|TI1204D|2726|Algoritma dan Pemrogaman Komputer (D)|setting
632|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|RKA|2727|Rekayasa Kebutuhan (2018)|setting
633|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|RKE|2728|Rekayasa Kebutuhan kelas E (2017)|setting
634|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|RKLL|2729|Rekayasa Kebutuhan Lanjut 2018|setting
635|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geomatika|Survei Hidrografi - DGP|2731|RG141332 - Survei Hidrografi - DGP|setting
636|Fakultas Teknologi Industri (FTI)|Teknik Industri|APK|2734|TI141204 Algoritma dan Pemrogaman Komputer 3 C|setting
637|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geomatika|Manajemen Survei dan Pemetaan - YBO|2735|RG141331 - Manajemen Survei dan Pemetaan - YBO|setting
638|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geomatika|Pemetaan Pertambangan - YBO|2736|RG141329 - Pemetaan Pertambangan - YBO|setting
639|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|RE142322|2739|RE142322 Teknologi Pengolahan Gas Buang dan Partikulat|setting
640|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geomatika|Oseanografi Fisik - DGP|2740|RG141322 - Oseanografi Fisik - DGP|setting
641|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geomatika|Survei Rekayasa - YBO|2741|RG141318 - Survei Rekayasa - YBO|setting
642|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geomatika|Proyeksi Peta - DGP|2742|RG141321 - Proyeksi Peta - DGP|setting
643|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geomatika|Sistem Informasi Geografis - YBO|2743|RG141314 - Sistem Informasi Geografis - YBO|setting
644|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|RE144424|2744|Teknologi Membran|setting
645|Fakultas Teknologi Industri (FTI)|Teknik Kimia|TK141481_|2745|TK141481 PENGOLAHAN LIMBAH INDUSTRI & B3|setting
646|Fakultas Teknologi Industri (FTI)|Teknik Kimia|TK141241D|2746|TK141241 - Mikrobiologi Industri (C)|setting
647|Fakultas Teknologi Industri (FTI)|Teknik Kimia|TK141222C|2747|TK141222 - Kimia Organik I (A)|setting
648|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|RE141322A|2748|RE141322A-Menggambar Teknik Kelas A|setting
649|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|RE141221A|2751|RE141221A-Matematika Rekayasa Kelas A|setting
650|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|RE141222A|2754|RE141222A-Mikrobiologi Lingkungan Kelas A|setting
651|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|RE141344A|2755|RE141344A-Unit Proses Teknik Lingkungan Kelas A|setting
652|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|RE141335A|2757|RE141335A-Unit Operasi Teknik Lingkungan Kelas A|setting
653|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|RE141341A|2758|RE141341A-Pengelolaan Sumber Daya Air Kelas A|setting
654|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|RE141345A|2759|RE141345A-Pencemaran Udara Kelas A|setting
655|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|RE141363A|2761|RE141363A-Perencanaan Bangunan Pengolahan Air Minum Kelas A|setting
656|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|RE141364A|2762|RE141364A-Perencanaan Bangunan Pengolahan Air Limbah Setempat Kelas A|setting
657|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|RE141362A|2763|RE141362A-Pengelolaan Sampah Kelas A|setting
658|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|RE141361|2764|RE141361 Metodologi Penelitian|setting
659|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|RE141381A|2765|RE141381A-Kesehatan dan Keselamatan Kerja Kelas A|setting
660|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|RE141403|2766|RE141403 Sistem Manajemen Lingkungan|setting
661|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|RE141401|2767|RE141401 Plumbing dan Pompa|setting
662|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|RE141404|2768|RE141404 Audit Lingkungan|setting
663|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|RE141406|2769|RE141406 Fitoteknologi|setting
664|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|RE141412|2770|RE141412 Pengelolaan Sumber Daya Lahan|setting
665|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|RE141411|2771|RE141411 Penyediaan Air Minum Berbasis Masyarakat|setting
666|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|RE141402|2772|RE141402 Pengelolaan Limbah Industri|setting
667|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|RE141409|2773|RE141409 Manajemen Lingkungan Kota|setting
668|Fakultas Teknologi Industri (FTI)|Teknik Kimia|TL|2775|Teknologi Lipida|setting
669|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geomatika|Kartografi Digital - YBO|2778|RG141316 - Kartografi Digital - YBO|setting
670|Fakultas Teknologi Industri (FTI)|Teknik Fisika|KOMPRE|2785|UJIAN KOMPREHENSIF S1 TEKNIK FISIKA|setting
671|Fakultas Teknologi Industri (FTI)|Teknik Kimia|OPM|2786|Optimasi Proses Migas|setting
672|Fakultas Teknologi Kelautan (FTK)|Teknik Sistem Perkapalan|ME184101-DD|2787|ME184101-ENGINEERING DRAWING & CAD|setting
673|Fakultas Teknologi Industri (FTI)|Teknik Kimia|TK 141223|2788|MK. KIMIA ANALISA (C)|setting
674|Fakultas Teknologi Kelautan (FTK)|Teknik Sistem Perkapalan|ME141304|2789|TEORI BANGUNAN KAPAL DAN KONSTRUKSI 2|setting
675|Fakultas Teknologi Kelautan (FTK)|Teknik Sistem Perkapalan|MEKFLU|2790|MEKANIKA FLUIDA|setting
676|Fakultas Ilmu Alam (FIA)|Biologi|SB141433|2793|ENTOMOLOGI|setting
677|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Riset Operasi PDITT|2821|Riset Operasi PDITT|setting
678|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Sipil|APLIKOM|2823|Pemrograman dan Aplikasi Komputer|setting
679|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geomatika|35100RM1849502018_|2826|RM184950 - Fotogrametri Jarak Dekat|setting
680|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geomatika|MarinOptik|2827|RG141453 Marin Optik|setting
681|Program Pasca Sarjana (PPS)|Magister Arsitektur|TArs|2828|Teori Arsitektur|setting
682|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|52100KS1412092014A|2842|KS141209 - Statistika A|setting
683|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|52100KS1412042014|2851|KS141204 - Bahasa Pemrograman|setting
684|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|52100KS1412052014B|2852|KS141205 - Algoritma dan Struktur Data B|setting
685|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|52100KS1413082014|2869|KS141308 - Keamanan Aset Informasi|setting
686|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|52100KS1413112014|2870|KS141311 - Konstruksi dan Pengujian Perangkat Lunak|setting
687|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|52100KS1413122014D|2876|KS141312 - Manajemen Proyek TI D|setting
688|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|RE 141404|2878|RE141404 Model Dispersi Pencemaran Udara|setting
689|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|RE141355 A|2884|Sistem Drainase Perkotaan A|setting
690|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|RE141355 B|2885|Sistem Drainase Perkotaan B|setting
691|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|RE141355 C|2887|Sistem Drainase Perkotaan C|setting
692|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|RancPene|2892|Rancangan Penelitian|setting
693|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|TekPSB3|2893|Teknologi Pengolahan Sampah dan Limbah B3|setting
694|Fakultas Teknologi Industri (FTI)|Teknik Mesin|TM142302|2899|Metode Elemen Hingga|setting
695|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|52100KS1414012014B|2911|KS141401 - Sistem Pendukung Keputusan B|setting
696|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|52100KS1414022014|2912|KS141402 - Penggalian Data dan Anallitika Bisnis|setting
697|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|PPLE|2915|Perancangan Perangkat Lunak Kelas E|setting
698|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|RE144415 S2|2916|Teknologi Pengolahan Limbah Industri|setting
699|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|RE142413 S2|2917|Pemodelan Kualitas Udara|setting
700|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Pilihan Gnp ASOp|2918|Analisa Sistem dan Optimasi|setting
701|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Pilihan Gnp EkoLing|2919|Ekotoksikologi Lingkungan|setting
702|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Pilihan Gnp Pemodelan|2920|Pemodelan Teknik Lingkungan|setting
703|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Pilihan Gnp AdaptMitigasi|2921|Adaptasi dan Mitigasi Perubahan Iklim|setting
704|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Pilihan Gnp RemTambang|2922|Remediasi Lahan Tambang|setting
705|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|RE142347 S2 TSL|2923|Evaluasi Kelayakan Non Teknik Pembangunan Sektoral|setting
706|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|RE142243|2924|Metodologi Penelitian dan Proposal Tesis|setting
707|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|KS142304|2925|KS142304 - Sistem Manajemen Basis Data (GASAL - 2017/2018)|setting
708|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geomatika|Open Talk TA|2929|Open Talk Tugas Akhir|setting
709|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geomatika|Jadwal TA|2930|Jadwal Kegiatan Tugas Akhir|setting
710|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geomatika|RG141214 - MatGe|2931|RG141214 - Matematika Geodesi - YBO|setting
711|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|STKI|2932|Sistem Temu Kembali Informasi|setting
712|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|TDSTKI|2933|Topik Dalam Sistem Temu Kembali Informasi|setting
713|Fakultas Teknologi Industri (FTI)|Teknik Kimia|KNT|2934|Komputasi Numerik Terapan|setting
714|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geomatika|IUT-Sipil|2937|Ilmu Ukur Tanah - Teknik Sipil - YBO|setting
715|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|RE141344-Matrikulasi|2938|RE141344 Unit Proses Teknik Lingkungan|setting
716|Fakultas Teknologi Industri (FTI)|Teknik Material dan Metalurgi|27100TL1412142014Q|2939|TL141214 Fisika Dasar Q|setting
717|Fakultas Teknologi Industri (FTI)|Teknik Material dan Metalurgi|27100TL1413532014B|2940|TL141353 Karakterisasi Material (B)|setting
718|Fakultas Teknologi Industri (FTI)|Teknik Kimia|KOII|2942|KIMIA ORGANIK II|setting
719|Fakultas Teknologi Industri (FTI)|Teknik Kimia|SUP|2943|Sistem Utilitas Pabrik|setting
720|Fakultas Teknologi Industri (FTI)|Teknik Kimia|PPU-2018|2944|Pengendalian Pencemaran Udara|setting
721|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF142305|2964|TEKNIK DESAIN|setting
722|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF142307|2965|TEKNOLOGI SENSOR TRANSMITER|setting
723|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF195202|2966|OPTIMASI SISTEM|setting
724|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF142432|2967|KONTROL PREDIKTIF|setting
725|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF142434|2969|KECERDASAN BUATAN UNTUK SISTEM INSTRUMEN|setting
726|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF142435|2970|SISTEM KONTROL PROSES LANJUT|setting
727|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF142436|2971|INSTRUMENTASI PROSES LANJUT|setting
728|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF195203|2972|PEMROSESAN SINYAL|setting
729|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF195|2973|MONITORING GETARAN|setting
730|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF195S11|2974|KESELAMATAN|setting
731|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF142441|2975|SENSOR FOTONIK|setting
732|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF195332|2977|METROLOGI OPTIK LANJUT|setting
733|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF142444|2978|KOMUNIKASI DATA OPTIS|setting
734|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF195334|2979|OPTIKA KUANTUM|setting
735|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF195431|2980|MATERIAL FOTONIK UNTUK ENERGI TERBARUKAN|setting
736|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF195333|2981|PIRANTI FOTONIK|setting
737|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF142448|2982|PENCITRAAN OPTIK|setting
738|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF142449|2983|PENGEMBANGAN SISTEM FOTONIK|setting
739|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF142453|2986|ASSESMEN TEKNOLOGI KESEHATAN|setting
740|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF142455|2988|RADIASI DAN PROTEKSI|setting
741|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF195421|2989|INSTRUMENTASI MEDIS|setting
742|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF142457|2990|PSIKOAKUSTIK|setting
743|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF142317|2991|KEBERLANJUTAN DAN KEBIJAKAN ENERGI|setting
744|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF142319|2992|Kerja Praktek dan Proyek Energi Terbarukan|setting
745|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF142461|2993|BIOMASA|setting
746|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF142462|2994|ENERGI AIR|setting
747|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF142463|2995|ENERGI SURYA|setting
748|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF142464|2996|ENERGI ANGIN|setting
749|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF142465|2997|ENERGI PANAS BUMI|setting
750|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF142466|2998|AUDIT DAN MANAJEMEN ENERGI|setting
751|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF142467|2999|REDUKSI EMISI|setting
752|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF142468|3000|KONSERVASI ENERGI|setting
753|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF142469|3001|SISTEM INDUSTRI ENERGI TERBARUKAN|setting
754|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|SBD-E|3005|Sistem Basis Data (E)|setting
755|Fakultas Ilmu Alam (FIA)|Biologi|SB 141301|3019|BIOLOGI UMUM|setting
756|Fakultas Ilmu Alam (FIA)|Biologi|SB 141201|3020|BIOSTATISTIK|setting
757|Fakultas Ilmu Alam (FIA)|Biologi|SB 141308|3021|GENETIKA|setting
758|Fakultas Ilmu Alam (FIA)|Biologi|SB 141310|3022|EVOLUSI|setting
759|Fakultas Ilmu Alam (FIA)|Biologi|SB 141411|3023|MANAJEMEN TUMBUHAN|setting
760|Fakultas Ilmu Alam (FIA)|Biologi|SB 141413|3024|FITOHORMON|setting
761|Fakultas Ilmu Alam (FIA)|Biologi|SB 141415|3025|ALGOLOGY (INTERNATIONAL CLASS)|setting
762|Fakultas Ilmu Alam (FIA)|Biologi|SB 141417|3026|FISIOLOGI CEKAMAN TUMBUHAN|setting
763|Fakultas Ilmu Alam (FIA)|Biologi|SB 141419|3027|PESTISIDA NABATI|setting
764|Fakultas Ilmu Alam (FIA)|Biologi|SB 141423|3028|MIKROTEKNIK|setting
765|Fakultas Ilmu Alam (FIA)|Biologi|SB 141303|3029|EKOLOGI UMUM|setting
