No|Fakultas|Jurusan|Matakuliah
241|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Perencanaan Wilayah Kota|Perencanaan Pariwisata
242|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Perencanaan Wilayah Kota|Perencanaan Kawasan Pesisir II
243|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Perencanaan Wilayah Kota|Perencanaan Kawasan Pesisir IV
244|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Perencanaan Wilayah Kota|Prasarana Wilayah dan Kota II
245|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Perencanaan Wilayah Kota|Sistem Informasi Perencanaan
246|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Perencanaan Wilayah Kota|Sistem Informasi Perencanaan 2012
247|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Perencanaan Wilayah Kota|Tata Guna Lahan dan Pengembangan Lahan
248|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Perencanaan Wilayah Kota|Teknik Analisa Perencanaan I
249|Fakultas Ilmu Alam (FIA)|Fisika|Mekanika Statistik (S2) - (Suminar Pratapa, Ph.D)
250|Fakultas Ilmu Alam (FIA)|Fisika|Metode Riset Fisika 2013/2014 (Suminar Pratapa, Ph.D)
251|Fakultas Ilmu Alam (FIA)|Fisika|Difraksi Serbuk Material Fungsional (S3)
252|Program Pasca Sarjana (PPS)|Magister Teknik Geomatika|RG-092999 Tesis
253|Fakultas Ilmu Alam (FIA)|Fisika|Difraksi Kristal 2 sks - Gasal 2014/2015
254|Fakultas Ilmu Alam (FIA)|Fisika|Fisika Komputasi (Lila Yuwana)
255|Hibah Pengembangan Pembelajaran|none|SK091323 Metode Pemisahan dan Pemurnian - Dra. Ita Ulfin, M.Si
256|Fakultas Ilmu Alam (FIA)|Kimia|SK091551 Kemo- dan Bio-Sensor
257|Fakultas Ilmu Alam (FIA)|Kimia|SK091313 Dinamika Kimia
258|Fakultas Ilmu Alam (FIA)|Kimia|SK091351 BIOPROSES
259|Hibah Pengembangan Pembelajaran|none|K091333 Sintesis Senyawa Anorganik - Dr. Dra. Fahimah Martak. M.Si
260|Fakultas Ilmu Alam (FIA)|Kimia|SK092231 Material Penyimpan Energi (S2)
261|Hibah Pengembangan Pembelajaran|none|TT 090321-TEKNIK PEMROGRAMAN KOMPUTER - Andi Rahmadiansah. ST.. MT.
262|Fakultas Teknologi Industri (FTI)|Teknik Industri|TI091446 Analisa Keputusan - A
263|Fakultas Teknologi Industri (FTI)|Teknik Industri|TI091207 Analisis dan Estimasi Biaya
264|Fakultas Teknologi Industri (FTI)|Teknik Industri|TI091427 eBusiness dan eCommerce
265|Fakultas Teknologi Industri (FTI)|Teknik Industri|TI091311 Ekonomi Teknik
266|Fakultas Teknologi Industri (FTI)|Teknik Industri|TI091438 Human Reliability
267|Fakultas Teknologi Industri (FTI)|Teknik Industri|TI091441 Kapita Selekta Teknik Industri - A
268|Fakultas Teknologi Industri (FTI)|Teknik Industri|TI091441 Kapita Selekta Teknik Industri - B
269|Fakultas Teknologi Industri (FTI)|Teknik Industri|TI091409 Keselamatan & Kesehatan Kerja
270|Fakultas Teknologi Industri (FTI)|Teknik Industri|TI091407 Manajemen Jasa
271|Fakultas Teknologi Industri (FTI)|Teknik Industri|TI091449 Manajemen Keuangan
272|Fakultas Teknologi Industri (FTI)|Teknik Industri|TI091318 Manajemen Logistik - A
273|Fakultas Teknologi Industri (FTI)|Teknik Industri|TI091318 Manajemen Logistik - B
274|Fakultas Teknologi Industri (FTI)|Teknik Industri|TI091318 Manajemen Logistik - C
275|Fakultas Teknologi Industri (FTI)|Teknik Industri|TI091318 Manajemen Logistik - D
276|Fakultas Teknologi Industri (FTI)|Teknik Industri|TI091402 Manajemen Material dan Pengadaan
277|Fakultas Teknologi Industri (FTI)|Teknik Industri|TI091211 Manajemen Organisasi dan Sumber Daya Manusia - A
278|Fakultas Teknologi Industri (FTI)|Teknik Industri|TI091211 Manajemen Organisasi dan Sumber Daya Manusia - B
279|Fakultas Teknologi Industri (FTI)|Teknik Industri|TI091211 Manajemen Organisasi dan Sumber Daya Manusia - C
280|Fakultas Teknologi Industri (FTI)|Teknik Industri|TI091433 Manajemen Performansi
281|Fakultas Teknologi Industri (FTI)|Teknik Industri|TI091308 Manajemen Proyek
282|Fakultas Teknologi Industri (FTI)|Teknik Industri|TI091308 Manajemen Proyek - B
283|Fakultas Teknologi Industri (FTI)|Teknik Industri|TI091404 Manajemen Teknologi
284|Fakultas Teknologi Industri (FTI)|Teknik Industri|TI091450 Manajemen Transportasi Udara
285|Fakultas Teknologi Industri (FTI)|Teknik Industri|TI091101 Matematika Optimasi II - A
286|Fakultas Teknologi Industri (FTI)|Teknik Industri|TI091101 Matematika Optimasi II - B
287|Fakultas Teknologi Industri (FTI)|Teknik Industri|TI091101 Matematika Optimasi II - C
288|Fakultas Teknologi Industri (FTI)|Teknik Industri|TI091101 Matematika Optimasi II - Q
289|Fakultas Teknologi Industri (FTI)|Teknik Industri|TI091416 Metode Heuristics
290|Fakultas Teknologi Industri (FTI)|Teknik Industri|TI091315 Pemodelan Sistem
291|Fakultas Teknologi Industri (FTI)|Teknik Industri|TI091315 Pemodelan Sistem - B
292|Fakultas Teknologi Industri (FTI)|Teknik Industri|TI091315 Pemodelan Sistem - C
293|Fakultas Teknologi Industri (FTI)|Teknik Industri|TI091306 Penelitian Operasional I - A
294|Fakultas Teknologi Industri (FTI)|Teknik Industri|TI091306 Penelitian Operasional I - B
295|Fakultas Teknologi Industri (FTI)|Teknik Industri|TI091306 Penelitian Operasional I - C
296|Fakultas Teknologi Industri (FTI)|Teknik Industri|TI091306 Penelitian Operasional I - Q
297|Fakultas Teknologi Industri (FTI)|Teknik Industri|TI091418 Pengambilan Keputusan Kriteria Majemuk
298|Fakultas Teknologi Industri (FTI)|Teknik Industri|TI091419 Pengukuran Kinerja
299|Fakultas Teknologi Industri (FTI)|Teknik Industri|TI091319 Perancangan Sistem Industri - A
300|Fakultas Teknologi Industri (FTI)|Teknik Industri|TI091319 Perancangan Sistem Industri - B
301|Fakultas Teknologi Industri (FTI)|Teknik Industri|TI091319 Perancangan Sistem Industri - C
302|Fakultas Teknologi Industri (FTI)|Teknik Industri|TI091319 Perancangan Sistem Industri - D
303|Fakultas Teknologi Industri (FTI)|Teknik Industri|TI091319 Perancangan Sistem Industri - E
304|Fakultas Teknologi Industri (FTI)|Teknik Industri|TI091302 Proses Manufaktur - A
305|Fakultas Teknologi Industri (FTI)|Teknik Industri|TI091302 Proses Manufaktur - B
306|Fakultas Teknologi Industri (FTI)|Teknik Industri|TI091302 Proses Manufaktur - C
307|Fakultas Teknologi Industri (FTI)|Teknik Industri|TI091302 Proses Manufaktur - Q
308|Fakultas Teknologi Industri (FTI)|Teknik Industri|TI091317 Simulasi Sistem Industri - A
309|Fakultas Teknologi Industri (FTI)|Teknik Industri|TI091317 Simulasi Sistem Industri - B
310|Fakultas Teknologi Industri (FTI)|Teknik Industri|TI091317 Simulasi Sistem Industri - C
311|Fakultas Teknologi Industri (FTI)|Teknik Industri|TI091415 Sistem Dinamik
312|Fakultas Teknologi Industri (FTI)|Teknik Industri|TI091309 Sistem Manufaktur - B
313|Fakultas Teknologi Industri (FTI)|Teknik Industri|TI091309 Sistem Manufaktur - A
314|Fakultas Teknologi Industri (FTI)|Teknik Industri|TI091309 Sistem Manufaktur - Q
315|Fakultas Teknologi Industri (FTI)|Teknik Industri|TI091426 Six Sigma
316|Hibah Pengembangan Pembelajaran|none|Statistik Industri I-A - Dody Hartanto.ST..MT
317|Fakultas Teknologi Industri (FTI)|Teknik Industri|TI091303 Statistik Industri I - B
318|Fakultas Teknologi Industri (FTI)|Teknik Industri|TI091303 Statistik Industri I - C
319|Fakultas Teknologi Industri (FTI)|Teknik Industri|TI091303 Statistik Industri I - Q
320|Fakultas Teknologi Industri (FTI)|Teknik Industri|TI091406 Strategi Korporasi
321|Fakultas Teknologi Industri (FTI)|Teknik Industri|TI091425 Supply Chain Management
322|Fakultas Teknologi Industri (FTI)|Teknik Industri|TI091428 Sustainable Manufacturing
323|Fakultas Teknologi Industri (FTI)|Teknik Industri|TI091316 Teknik Pengendalian Kualitas - A
324|Fakultas Teknologi Industri (FTI)|Teknik Industri|TI091316 Teknik Pengendalian Kualitas - B
325|Fakultas Teknologi Industri (FTI)|Teknik Industri|TI091316 Teknik Pengendalian Kualitas - C
326|Fakultas Teknologi Industri (FTI)|Teknik Industri|TI091307 Teknik Tata Cara & Pengukuran Kerja - A
327|Fakultas Teknologi Industri (FTI)|Teknik Industri|TI091307 Teknik Tata Cara & Pengukuran Kerja - B
328|Fakultas Teknologi Industri (FTI)|Teknik Industri|TI091307 Teknik Tata Cara & Pengukuran Kerja - C
329|Fakultas Teknologi Industri (FTI)|Teknik Industri|TI091307 Teknik Tata Cara & Pengukuran Kerja - Q
330|Fakultas Teknologi Industri (FTI)|Teknik Fisika|SISTEM KECERDASAN BUATAN
331|Fakultas Ilmu Alam (FIA)|Fisika|Spektro-Mikrografi (S1) (Suminar Pratapa, Ph.D)
332|Fakultas Teknologi Industri (FTI)|Teknik Industri|TI091309 Sistem Manufaktur - C
333|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF 141241 MATEMATIKA REKAYASA II KELAS BU AULIA
334|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF 141222 FISIKA REKAYASA II KELAS BU AULIA
335|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Perencanaan Wilayah Kota|Perencanaan Kawasan Pesisir III
336|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Perencanaan Wilayah Kota|Ekonomi Kota
337|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF 141222 FSIKA REKAYASA II Kls C (DETAK YP)
338|Fakultas Vokasi (F Vok.)|Teknik Instrumentasi|Instrumentasi Laser dan Serat Optik
339|Fakultas Ilmu Alam (FIA)|Kimia|Kimia Membran (S1)
340|Fakultas Teknologi Elektro (FTE)|Teknik Elektro|Yusuf Bilfaqih
341|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF 141331 AKUSTIK
342|Fakultas Vokasi (F Vok.)|Teknik Infrastruktur Sipil|Mekanika Teknik Statis Tak Tentu
343|Fakultas Vokasi (F Vok.)|Teknik Infrastruktur Sipil|MEKANIKA TEKNIK STATIS TERTENTU copy 1
344|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF 141424 BISING LINGKUNGAN LINTAS JALUR
345|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|Hibah BOPTN 2013|Workshop SCL berbasis eLearning
346|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|WORKSHOP Pengembangan Multimedia Pembelajaran|Workshop Multimedia Pembelajaran
347|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|Hibah BOPTN 2013|Pengembangan Pembelajaran Interaktif berbasis Share ITS Untuk Melaksanakan Pendekatan Terapan dalam Pembelajaran
348|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|Hibah BOPTN 2013|Peningkatan Keterampilan Dosen dalam Kegiatan Belajar-Mengajar melalui Pembelajaran berbasis Share ITS
349|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|none|Workshop Penulisan Buku Diterbitkan
350|Hibah Pengembangan Pembelajaran|none|Metode Numerik Kelas X,Y,Z Gasal 2012-2013 - Agung Budipriyanto, Ir. M.Eng., Ph.D
351|Fakultas Vokasi (F Vok.)|Teknik Infrastruktur Sipil|Ilmu Ukur Tanah II - Yuyun Tajunnisa
352|Fakultas Ilmu Alam (FIA)|Fisika|Intelligent Instrument
353|Hibah Pengembangan Pembelajaran|none|STATISTIKA TERAPAN (PAK TATAS)
354|Fakultas Teknologi Industri (FTI)|Teknik Fisika|KALKULUS II
355|Fakultas Vokasi (F Vok.)|Teknik Instrumentasi|TECHNO D3
356|UPT Penyelenggara Mata Kuliah Sosial Humaniora|S1|Bahasa Inggris
357|Fakultas Teknologi Industri (FTI)|Teknik Fisika|ARTIFICIAL INTELIGENT
358|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|Pelatihan AA - Politeknik Negeri Madura|Latihan Menyusun Bahan Ajar
359|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|Pelatihan Sistem E-Learning 5-6 Februari 2013|Contoh Mata Kuliah
360|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|Workshop Pembelajaran dalam e-Learning 28-29 Mei 2013|Mata Kuliah01
361|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|Workshop Pembelajaran dalam e-Learning 28-29 Mei 2013|Mata Kuliah34
362|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|Workshop Pembelajaran dalam e-Learning 28-29 Mei 2013|Mata Kuliah33
363|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|Workshop Pembelajaran dalam e-Learning 28-29 Mei 2013|Mata Kuliah32
364|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|Workshop Pembelajaran dalam e-Learning 28-29 Mei 2013|Mata Kuliah31
365|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|Workshop Pembelajaran dalam e-Learning 28-29 Mei 2013|Mata Kuliah30
366|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|Workshop Pembelajaran dalam e-Learning 28-29 Mei 2013|Mata Kuliah29
367|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|Workshop Pembelajaran dalam e-Learning 28-29 Mei 2013|Mata Kuliah28
368|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|Workshop Pembelajaran dalam e-Learning 28-29 Mei 2013|Mata Kuliah27
369|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|Workshop Pembelajaran dalam e-Learning 28-29 Mei 2013|Mata Kuliah26
370|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|Workshop Pembelajaran dalam e-Learning 28-29 Mei 2013|Mata Kuliah25
371|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|Workshop Pembelajaran dalam e-Learning 28-29 Mei 2013|Mata Kuliah24
372|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|Workshop Pembelajaran dalam e-Learning 28-29 Mei 2013|Mata Kuliah23
373|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|Workshop Pembelajaran dalam e-Learning 28-29 Mei 2013|Mata Kuliah22
374|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|Workshop Pembelajaran dalam e-Learning 28-29 Mei 2013|Mata Kuliah21
375|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|Workshop Pembelajaran dalam e-Learning 28-29 Mei 2013|Mata Kuliah20
376|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|Workshop Pembelajaran dalam e-Learning 28-29 Mei 2013|Mata Kuliah19
377|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|Workshop Pembelajaran dalam e-Learning 28-29 Mei 2013|Mata Kuliah18
378|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|Workshop Pembelajaran dalam e-Learning 28-29 Mei 2013|Mata Kuliah17
379|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|Workshop Pembelajaran dalam e-Learning 28-29 Mei 2013|Mata Kuliah16
380|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|Workshop Pembelajaran dalam e-Learning 28-29 Mei 2013|Mata Kuliah15
381|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|Workshop Pembelajaran dalam e-Learning 28-29 Mei 2013|Mata Kuliah14
382|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|Workshop Pembelajaran dalam e-Learning 28-29 Mei 2013|Mata Kuliah Karakterisasi Material
383|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|Workshop Pembelajaran dalam e-Learning 28-29 Mei 2013|METALURGI II
384|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|Workshop Pembelajaran dalam e-Learning 28-29 Mei 2013|Mata Kuliah11
385|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|Workshop Pembelajaran dalam e-Learning 28-29 Mei 2013|Mata Kuliah10
386|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|Workshop Pembelajaran dalam e-Learning 28-29 Mei 2013|Mata Kuliah09
387|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|Workshop Pembelajaran dalam e-Learning 28-29 Mei 2013|Mata Kuliah08
388|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|Workshop Pembelajaran dalam e-Learning 28-29 Mei 2013|Mata Kuliah07
389|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|Workshop Pembelajaran dalam e-Learning 28-29 Mei 2013|Mata Kuliah06
390|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|Workshop Pembelajaran dalam e-Learning 28-29 Mei 2013|Mata Kuliah05
391|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|Workshop Pembelajaran dalam e-Learning 28-29 Mei 2013|Mata Kuliah04
392|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|Workshop Pembelajaran dalam e-Learning 28-29 Mei 2013|Mata Kuliah03
393|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|Workshop Pembelajaran dalam e-Learning 28-29 Mei 2013|Mata Kuliah02
394|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|Workshop Pembelajaran dalam e-Learning 28-29 Mei 2013|Mata Kuliah9000 (Contoh)
395|Hibah Pengembangan Pembelajaran|none|TE091346 - Dasar Sistem Pengaturan [Nurlita]
396|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|Workshop Pembelajaran dalam e-Learning 28-29 Mei 2013|Mata Kuliah 35
397|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|Workshop Pembelajaran dalam e-Learning 28-29 Mei 2013|Mata Kuliah 36
398|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|Workshop Pembelajaran dalam e-Learning 28-29 Mei 2013|Mata Kuliah 37
399|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|Workshop Pembelajaran dalam e-Learning 28-29 Mei 2013|Mata Kuliah 38
400|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|Workshop Pembelajaran dalam e-Learning 28-29 Mei 2013|Mata Kuliah 39
401|Fakultas Teknologi Industri (FTI)|Teknik Industri|Analisis Produktivitas
402|Fakultas Vokasi (F Vok.)|Teknik Infrastruktur Sipil|MEKANIKA TEKNIK STATIS TERTENTU ( D4 )
403|Fakultas Vokasi (F Vok.)|Teknik Infrastruktur Sipil|MEKANIKA TEKNIK TEGANGAN
404|Fakultas Vokasi (F Vok.)|Teknik Infrastruktur Sipil|MEKANIKA TEKNIK STATIS TAKTENTU
405|Fakultas Teknologi Industri (FTI)|Teknik Mesin|Mekanika Teknik
406|Hibah Pengembangan Pembelajaran|none|P. Komputer dan Pengantar TIK - Mohammad Khoirul Effendi, ST., M.Sc. Eng
407|Fakultas Teknologi Elektro (FTE)|Teknik Elektro|Sistem Komunikasi Nirkabel
408|Fakultas Teknologi Elektro (FTE)|Teknik Elektro|Rekayasa Internet
409|Fakultas Teknologi Elektro (FTE)|Teknik Elektro|Sistem Komunikasi Nirkabel & Bergerak
410|Fakultas Teknologi Elektro (FTE)|Teknik Elektro|Tatakelola dan Audit TIK
411|Fakultas Teknologi Elektro (FTE)|Teknik Elektro|Manajemen Jaringan
412|Fakultas Vokasi (F Vok.)|Teknik Infrastruktur Sipil|Teknologi Beton Bekisting Kelas G, H, I - Nur Ahmad Husin
413|Mata Kuliah Program Kerjasama|none|Projek Pemetaan Peran Unit Kemdikbud
414|Hibah Pengembangan Pembelajaran|none|PENGANTAR SISTEM INFORMASI (PSI) - Feby Artowodini Muqtadiroh.S.Kom.MT.
415|Hibah Pengembangan Pembelajaran|none|Sistem Fungsional Bisnis 2 - Sholiq, ST., M.Kom., M.SA
416|Hibah Pengembangan Pembelajaran|none|Manajemen Layanan SI/TI - Tony Dwi Susanto, ST., MT Ph.D.
417|Hibah Pengembangan Pembelajaran|none|Manajemen Proyek Teknologi Informasi - Erma Suryani. ST. MT.. Ph.D
418|Hibah Pengembangan Pembelajaran|none|Manajemen Resiko TI - Hanim Maria Astuti SKom
419|Hibah Pengembangan Pembelajaran|none|Manajemen Basis Data - Arif Djunaidy, Prof. Ir. MSc. PhD.
420|Hibah Pengembangan Pembelajaran|none|Tata kelola & Audit SI/TI - Ir. Achmad Holil Noor Ali, M.Kom.
421|Hibah Pengembangan Pembelajaran|none|Perencanaan Sumber Daya Perusahaan - Mahendrawathi, ST.,M.Sc., Ph.D.
422|Hibah Pengembangan Pembelajaran|none|Organisasi Komputer - Prof. Ir. Supeno Djanali, M.SC., Ph.D
423|Mata Kuliah untuk Umum|none|Contoh Matakuliah
424|Fakultas Vokasi (F Vok.)|Teknik Instrumentasi|Kalkulus
425|Mata Kuliah Program Kerjasama|Workshop Pengembangan Materi ePembelajaran|contoh
426|Mata Kuliah Program Kerjasama|Workshop Pengembangan Materi ePembelajaran|latihan1
427|Mata Kuliah Program Kerjasama|Workshop Pengembangan Materi ePembelajaran|latihan2
428|Mata Kuliah Program Kerjasama|Workshop Pengembangan Materi ePembelajaran|latihan
429|Mata Kuliah Program Kerjasama|Workshop Pengembangan Materi ePembelajaran|latihan3
430|Mata Kuliah Program Kerjasama|Workshop Pengembangan Materi ePembelajaran|latihan4
431|Mata Kuliah Program Kerjasama|Workshop Pengembangan Materi ePembelajaran|latihan5
432|Mata Kuliah Program Kerjasama|Workshop Pengembangan Materi ePembelajaran|latihan6
433|Mata Kuliah Program Kerjasama|Workshop Pengembangan Materi ePembelajaran|latihan7
434|Mata Kuliah Program Kerjasama|Workshop Pengembangan Materi ePembelajaran|latihan8
435|Mata Kuliah Program Kerjasama|Workshop Pengembangan Materi ePembelajaran|latihan9
436|Mata Kuliah Program Kerjasama|Workshop Pengembangan Materi ePembelajaran|latihan10
437|Mata Kuliah Program Kerjasama|Workshop Pengembangan Materi ePembelajaran|latihan11
438|Mata Kuliah Program Kerjasama|Workshop Pengembangan Materi ePembelajaran|latihan12
439|Mata Kuliah Program Kerjasama|Workshop Pengembangan Materi ePembelajaran|latihan13
440|Mata Kuliah Program Kerjasama|Workshop Pengembangan Materi ePembelajaran|latihan14
441|Mata Kuliah Program Kerjasama|Workshop Pengembangan Materi ePembelajaran|latihan15
442|Mata Kuliah Program Kerjasama|Workshop Pengembangan Materi ePembelajaran|latihan16
443|Mata Kuliah Program Kerjasama|Workshop Pengembangan Materi ePembelajaran|latihan17
444|Mata Kuliah Program Kerjasama|Workshop Pengembangan Materi ePembelajaran|latihan18
445|Mata Kuliah Program Kerjasama|Workshop Pengembangan Materi ePembelajaran|latihan19
446|Mata Kuliah Program Kerjasama|Workshop Pengembangan Materi ePembelajaran|latihan20
447|Mata Kuliah Program Kerjasama|Workshop Pengembangan Materi ePembelajaran|latihan21
448|Mata Kuliah Program Kerjasama|Workshop Pengembangan Materi ePembelajaran|latihan22
449|Mata Kuliah Program Kerjasama|Workshop Pengembangan Materi ePembelajaran|latihan23
450|Mata Kuliah Program Kerjasama|Workshop Pengembangan Materi ePembelajaran|latihan24
451|Mata Kuliah Program Kerjasama|Workshop Pengembangan Materi ePembelajaran|latihan25
452|Mata Kuliah untuk Umum|none|Demo Fitur Share ITS
453|Fakultas Teknologi Elektro (FTE)|Teknik Elektro|TE141345 Dasar Sistem Pengaturan
454|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geomatika|RM184949 - Aplikasi Radargrammetri
455|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geomatika|RM184947 - Sistem Informasi Geografi Terapan
456|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geomatika|RG141443 - Penginderaan Jauh Terapan - B
457|Fakultas Ilmu Alam (FIA)|Fisika|Seminar Fisika 2014/2015
458|Fakultas Vokasi (F Vok.)|Teknik Infrastruktur Sipil|ILMU UKUR TANAH I KELAS Y (S. KAMILIA AZIZ ST,MT)
459|Fakultas Vokasi (F Vok.)|Teknik Infrastruktur Sipil|PEMETAAN & UITZET BANGUNAN BA (S.KAMILIA AZIS,ST,MT)
